transaction_id,carrier_id,carrier_name,transaction_type,document_type,timestamp,hour_of_day,day_of_week,email,phone,ip_address,region,state,amount,session_duration_seconds,pages_visited,failed_attempts,device_type,browser,is_anomaly,anomaly_type,risk_score
TXN-001758,CR-0186,"Day, Sullivan and Waller Trucking",DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-29 07:09:44,7,Wednesday,darrell10@example.net,(526)302-0672x76062,149.104.35.195,Northwest,AL,0.0,590,8,2,Desktop,Chrome,False,NONE,2.5
TXN-001155,CR-0020,Jones-Gray Transport,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-04-29 07:12:12,7,Wednesday,ojackson@example.net,5396351385,135.211.249.211,Midwest,NJ,187.6,174,11,1,Desktop,Chrome,False,NONE,25.7
TXN-A00160,CR-0071,"Benson, Sharp and Hoffman Trucking",CONTACT_UPDATE,VEHICLE_REGISTRATION,2026-04-29 07:32:50,7,Wednesday,coltoncarroll@example.com,(620)209-1667,55.66.233.247,Northeast,ND,717.49,1853,18,4,Desktop,Edge,True,SUSPICIOUS_PATTERN,55.3
TXN-001914,CR-0157,"Bennett, Adams and Patrick Transport",DRIVER_ONBOARDING,INSURANCE_CERTIFICATE,2026-04-29 09:02:54,9,Wednesday,daniellefields@example.net,3707803695,179.112.199.207,Northeast,MO,0.0,570,13,0,Desktop,Firefox,False,NONE,16.6
TXN-000951,CR-0176,"Holder, Dalton and Meyer Transport",AUTHORITY_RENEWAL,VEHICLE_REGISTRATION,2026-04-29 09:24:12,9,Wednesday,lauracampos@example.com,843.277.9092x148,50.145.15.209,West Coast,GA,0.0,519,14,1,Desktop,Chrome,False,NONE,0.6
TXN-001272,CR-0061,Jordan Ltd Freight,CONTACT_UPDATE,COMPLIANCE_FORM,2026-04-29 09:50:28,9,Wednesday,mariacasey@example.org,(779)741-1640x396,76.39.250.29,West Coast,GU,0.0,1733,4,2,Desktop,Firefox,False,NONE,15.5
TXN-000110,CR-0095,Watson Group Logistics,NEW_CARRIER_REGISTRATION,VEHICLE_REGISTRATION,2026-04-29 10:07:41,10,Wednesday,combsmiguel@example.com,5537096339,156.150.79.204,Southeast,AZ,0.0,1402,14,2,Desktop,Firefox,False,NONE,21.6
TXN-001530,CR-0088,Brown LLC Freight,NEW_CARRIER_REGISTRATION,VEHICLE_REGISTRATION,2026-04-29 10:09:28,10,Wednesday,kenneth04@example.org,(735)856-7723x885,146.219.241.164,West Coast,WV,0.0,525,13,0,Desktop,Safari,False,NONE,13.1
TXN-000646,CR-0135,Baxter and Sons Freight,ADDRESS_CHANGE,DRIVERS_LICENSE,2026-04-29 10:40:12,10,Wednesday,martinezjeffrey@example.com,872.845.4591x86965,109.57.87.110,Southeast,NE,321.94,683,3,0,Desktop,Safari,False,NONE,21.3
TXN-001419,CR-0097,Hensley and Sons Trucking,IDENTITY_VERIFICATION,VEHICLE_REGISTRATION,2026-04-29 10:52:07,10,Wednesday,jonessarah@example.com,516.448.3503,152.137.99.196,West Coast,NY,287.37,252,4,0,Desktop,Firefox,False,NONE,10.3
TXN-A00194,CR-0088,"Crawford, Jackson and Lamb Trucking",IDENTITY_VERIFICATION,INSURANCE_CERTIFICATE,2026-04-29 11:27:41,11,Wednesday,sullivancolton@example.com,373.574.9604x5665,165.141.120.178,Southwest,MS,0.0,94,5,1,Desktop,Firefox,True,ADDRESS_MISMATCH,68.7
TXN-001390,CR-0013,Ramos-Flowers Transport,ADDRESS_CHANGE,PASSPORT,2026-04-29 11:40:14,11,Wednesday,mooreyesenia@example.org,584-611-8266x2224,188.59.138.224,Northeast,AS,234.58,363,7,0,Tablet,Firefox,False,NONE,4.7
TXN-000108,CR-0087,"Hall, Chavez and Robbins Logistics",AUTHORITY_RENEWAL,VEHICLE_REGISTRATION,2026-04-29 13:23:12,13,Wednesday,katienorris@example.com,542.301.3287,86.51.155.131,Southeast,ND,0.0,139,4,1,Mobile,Edge,False,NONE,4.5
TXN-000005,CR-0077,"Miller, Ruiz and Martin Logistics",VEHICLE_ADDITION,VEHICLE_REGISTRATION,2026-04-29 13:42:51,13,Wednesday,martinbecker@example.com,+1-896-714-1420x19465,154.84.104.179,Southeast,MT,0.0,921,12,2,Mobile,Firefox,False,NONE,18.5
TXN-001594,CR-0079,"Hicks, King and Sutton Trucking",NEW_CARRIER_REGISTRATION,PASSPORT,2026-04-29 14:10:11,14,Wednesday,rogermacias@example.com,382-304-5285,153.151.75.41,West Coast,AS,295.68,1466,12,0,Mobile,Firefox,False,NONE,28.7
TXN-A00087,CR-0112,"Flores, Palmer and Calhoun Trucking",AUTHORITY_RENEWAL,VEHICLE_REGISTRATION,2026-04-29 14:26:07,14,Wednesday,jhampton@example.org,911.201.5442,165.96.18.223,West Coast,MH,0.0,22,2,1,Desktop,Chrome,True,DUPLICATE_SUBMISSION,82.3
TXN-001412,CR-0137,"Nelson, Lindsey and Hawkins Logistics",INSURANCE_UPDATE,PASSPORT,2026-04-29 15:10:54,15,Wednesday,timothyrussell@example.org,001-967-347-8385x5326,167.194.112.239,Northeast,NC,0.0,1198,5,2,Desktop,Edge,False,NONE,20.2
TXN-000819,CR-0179,Jones Ltd Freight,NEW_CARRIER_REGISTRATION,COMPLIANCE_FORM,2026-04-29 15:17:47,15,Wednesday,ybrown@example.com,001-294-532-1886,64.249.147.211,Midwest,GA,316.12,1064,4,0,Mobile,Chrome,False,NONE,1.1
TXN-001790,CR-0154,Davis-Chan Transport,IDENTITY_VERIFICATION,COMPLIANCE_FORM,2026-04-29 15:32:18,15,Wednesday,shannon28@example.org,001-495-504-7869x096,147.98.157.54,Southwest,VT,267.69,588,3,0,Desktop,Edge,False,NONE,12.4
TXN-001126,CR-0076,Fox and Sons Transport,VEHICLE_ADDITION,COMPLIANCE_FORM,2026-04-29 16:33:38,16,Wednesday,taylor35@example.net,447-780-0527x532,196.166.172.171,Northwest,VT,0.0,102,5,2,Mobile,Firefox,False,NONE,11.0
TXN-A00055,CR-0182,Novak-Tucker Trucking,NEW_CARRIER_REGISTRATION,COMPLIANCE_FORM,2026-04-29 16:36:15,16,Wednesday,carrier196@bulkmail.com,800-750-6008,192.168.5.77,Southeast,AR,259.27,73,5,2,Desktop,Chrome,True,BULK_REGISTRATION,87.4
TXN-001234,CR-0016,Ramirez-Stevenson Transport,DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-29 17:16:07,17,Wednesday,dsmith@example.org,(969)380-1360,188.12.108.122,Southeast,MN,414.41,428,15,0,Desktop,Safari,False,NONE,17.9
TXN-001980,CR-0192,Kelley Inc Trucking,DRIVER_ONBOARDING,PASSPORT,2026-04-29 17:25:10,17,Wednesday,jessica12@example.org,(499)440-0997,85.127.35.13,Midwest,PR,0.0,1486,15,1,Mobile,Chrome,False,NONE,3.2
TXN-001183,CR-0055,"Dominguez, Roberts and Logan Freight",AUTHORITY_RENEWAL,COMPLIANCE_FORM,2026-04-29 17:30:55,17,Wednesday,berryalexa@example.com,+1-439-945-7192x9025,184.25.61.205,Midwest,OR,22.9,1331,6,2,Desktop,Chrome,False,NONE,8.5
TXN-000116,CR-0172,Meza-Love Logistics,DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-29 18:14:35,18,Wednesday,shawn68@example.org,(564)902-4900x9077,109.14.26.106,Midwest,MO,0.0,1638,4,0,Desktop,Firefox,False,NONE,12.2
TXN-001204,CR-0072,Riley LLC Trucking,COMPLIANCE_CHECK,VEHICLE_REGISTRATION,2026-04-29 21:15:18,21,Wednesday,cruzroger@example.com,4743789319,149.166.21.209,Northwest,WY,0.0,1002,3,0,Mobile,Firefox,False,NONE,26.2
TXN-001196,CR-0101,Henry and Sons Trucking,DOCUMENT_SUBMISSION,COMPLIANCE_FORM,2026-04-30 05:55:37,5,Thursday,gregory24@example.net,314-492-3453x0483,96.184.113.246,Southeast,MP,0.0,996,12,0,Desktop,Firefox,False,NONE,27.8
TXN-001149,CR-0164,"Adams, Smith and Pope Transport",ADDRESS_CHANGE,PASSPORT,2026-04-30 07:48:35,7,Thursday,tylersmith@example.org,951.406.8858,156.249.229.8,Southeast,UT,154.75,1543,5,0,Desktop,Safari,False,NONE,19.5
TXN-001376,CR-0150,"Baker, Hudson and Cole Trucking",NEW_CARRIER_REGISTRATION,INSURANCE_CERTIFICATE,2026-04-30 07:49:55,7,Thursday,bergmichael@example.com,001-926-759-1931x9822,82.10.63.3,Southwest,DC,0.0,946,15,0,Tablet,Firefox,False,NONE,21.7
TXN-000906,CR-0136,"Mathews, Miller and Weaver Logistics",COMPLIANCE_CHECK,PASSPORT,2026-04-30 08:10:52,8,Thursday,travisclements@example.com,905.296.2507x960,75.175.43.163,Midwest,WY,375.55,371,10,2,Mobile,Firefox,False,NONE,8.4
TXN-001222,CR-0112,"Jones, Adams and Hubbard Freight",AUTHORITY_RENEWAL,COMPLIANCE_FORM,2026-04-30 08:34:49,8,Thursday,jayjohnson@example.org,(265)519-6564x629,185.174.91.115,Southwest,GU,248.09,478,3,0,Desktop,Firefox,False,NONE,18.2
TXN-000321,CR-0047,Atkinson Ltd Logistics,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-04-30 08:53:25,8,Thursday,drodriguez@example.com,946-962-2139x403,114.210.98.213,West Coast,FL,357.34,848,14,2,Desktop,Chrome,False,NONE,6.0
TXN-001868,CR-0064,Sweeney Group Freight,DOCUMENT_SUBMISSION,DRIVERS_LICENSE,2026-04-30 11:39:03,11,Thursday,whitneyapril@example.com,+1-869-793-6722x2857,145.58.235.204,West Coast,MA,427.88,1420,11,0,Desktop,Chrome,False,NONE,9.6
TXN-001173,CR-0158,"Townsend, Allen and Woods Trucking",ADDRESS_CHANGE,COMPLIANCE_FORM,2026-04-30 12:24:49,12,Thursday,millerchristopher@example.com,(200)680-3621x07066,69.247.158.17,Southwest,AR,246.24,1169,4,1,Desktop,Edge,False,NONE,15.2
TXN-000419,CR-0157,"Bennett, Adams and Patrick Transport",INSURANCE_UPDATE,INSURANCE_CERTIFICATE,2026-04-30 12:24:52,12,Thursday,daniellefields@example.net,3707803695,145.35.118.185,Northeast,MO,101.11,320,2,1,Desktop,Firefox,False,NONE,3.3
TXN-001347,CR-0007,Osborn Ltd Trucking,INSURANCE_UPDATE,COMPLIANCE_FORM,2026-04-30 14:14:22,14,Thursday,grodriguez@example.org,2374537953,196.178.203.32,Northeast,MD,313.77,237,9,2,Tablet,Firefox,False,NONE,3.6
TXN-001850,CR-0110,Shields Inc Trucking,AUTHORITY_RENEWAL,COMPLIANCE_FORM,2026-04-30 14:54:37,14,Thursday,xhall@example.net,(916)766-7620,156.214.127.56,Northwest,TN,258.79,552,4,0,Mobile,Edge,False,NONE,14.2
TXN-A00100,CR-0135,"Stanley, Williams and James Trucking",CONTACT_UPDATE,INSURANCE_CERTIFICATE,2026-04-30 15:53:56,15,Thursday,melissa80@example.net,706-502-7021x690,58.150.143.98,Midwest,WV,1599.31,857,3,2,Desktop,Edge,True,SUSPICIOUS_PATTERN,67.6
TXN-000948,CR-0129,Miller-Williams Freight,COMPLIANCE_CHECK,DRIVERS_LICENSE,2026-04-30 16:12:07,16,Thursday,gsmith@example.net,(400)724-4826x388,103.186.82.12,Southeast,CA,170.67,573,4,0,Desktop,Chrome,False,NONE,11.7
TXN-001677,CR-0086,"Smith, Thompson and Smith Freight",COMPLIANCE_CHECK,INSURANCE_CERTIFICATE,2026-04-30 16:34:12,16,Thursday,jonesmary@example.com,369-806-6417,186.58.8.252,Northeast,AS,106.3,1428,11,0,Mobile,Chrome,False,NONE,24.7
TXN-A00176,CR-0004,Kelly and Sons Trucking,INSURANCE_UPDATE,PASSPORT,2026-04-30 17:38:03,17,Thursday,stacey15@example.org,+1-780-573-0331x9201,200.155.88.34,Southwest,AZ,0.0,171,4,2,Desktop,Firefox,True,ADDRESS_MISMATCH,74.1
TXN-000969,CR-0189,Rodriguez-Perez Logistics,ADDRESS_CHANGE,INSURANCE_CERTIFICATE,2026-04-30 17:55:43,17,Thursday,manningmark@example.org,(945)292-4307,68.40.150.161,Southwest,KS,52.92,309,2,1,Desktop,Chrome,False,NONE,5.6
TXN-001037,CR-0190,Martinez-Scott Logistics,VEHICLE_ADDITION,PASSPORT,2026-04-30 18:54:26,18,Thursday,cassandraprice@example.com,446-819-9942,147.6.139.196,Northeast,GU,245.76,1677,10,0,Desktop,Edge,False,NONE,25.1
TXN-000800,CR-0064,Sweeney Group Freight,DOCUMENT_SUBMISSION,VEHICLE_REGISTRATION,2026-04-30 19:02:20,19,Thursday,whitneyapril@example.com,+1-869-793-6722x2857,55.194.241.135,West Coast,MA,0.0,1053,2,0,Desktop,Firefox,False,NONE,18.9
TXN-000940,CR-0190,Martinez-Scott Logistics,INSURANCE_UPDATE,INSURANCE_CERTIFICATE,2026-05-01 05:01:03,5,Friday,cassandraprice@example.com,446-819-9942,62.248.78.99,Northeast,GU,26.22,1750,12,2,Mobile,Firefox,False,NONE,15.3
TXN-000417,CR-0190,Martinez-Scott Logistics,ADDRESS_CHANGE,VEHICLE_REGISTRATION,2026-05-01 05:34:23,5,Friday,cassandraprice@example.com,446-819-9942,95.41.202.8,Northeast,GU,0.0,541,13,0,Desktop,Edge,False,NONE,6.0
TXN-000670,CR-0058,Payne-Robinson Trucking,IDENTITY_VERIFICATION,COMPLIANCE_FORM,2026-05-01 06:08:53,6,Friday,justinatkins@example.com,3149707658,80.247.179.181,Northeast,ME,348.06,929,7,0,Desktop,Chrome,False,NONE,14.3
TXN-001359,CR-0146,Harris-Rios Logistics,VEHICLE_ADDITION,DRIVERS_LICENSE,2026-05-01 06:11:45,6,Friday,uholden@example.com,954-262-0185x70818,67.95.23.110,Southwest,OH,0.0,1629,12,0,Desktop,Chrome,False,NONE,17.1
TXN-001834,CR-0057,Adams-Chavez Freight,CONTACT_UPDATE,PASSPORT,2026-05-01 06:53:17,6,Friday,lisamiller@example.net,+1-655-256-8092x77699,72.10.251.90,Northeast,ND,370.84,77,15,1,Desktop,Firefox,False,NONE,18.1
TXN-001241,CR-0112,"Jones, Adams and Hubbard Freight",CONTACT_UPDATE,COMPLIANCE_FORM,2026-05-01 07:16:36,7,Friday,jayjohnson@example.org,(265)519-6564x629,151.123.39.254,Southwest,GU,34.07,105,11,1,Desktop,Chrome,False,NONE,6.4
TXN-001598,CR-0174,Martin-Roach Logistics,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-05-01 07:56:11,7,Friday,patricia35@example.com,(320)288-1704x8319,185.149.222.194,Northwest,KS,0.0,577,14,1,Mobile,Firefox,False,NONE,27.0
TXN-000516,CR-0114,Hamilton-Marsh Trucking,DRIVER_ONBOARDING,INSURANCE_CERTIFICATE,2026-05-01 08:00:09,8,Friday,aprilgrant@example.net,455.920.0920,182.242.18.22,Northwest,RI,0.0,1641,4,0,Desktop,Chrome,False,NONE,19.8
TXN-001038,CR-0156,Flores Ltd Transport,AUTHORITY_RENEWAL,PASSPORT,2026-05-01 08:09:26,8,Friday,hcollins@example.com,233.947.3507,69.154.215.179,Southwest,PR,103.57,703,7,0,Desktop,Safari,False,NONE,27.0
TXN-001797,CR-0048,Wiley-Page Transport,CONTACT_UPDATE,DRIVERS_LICENSE,2026-05-01 08:12:17,8,Friday,jennifer50@example.org,409-530-9976,124.229.127.119,Southeast,MA,0.0,766,9,1,Desktop,Firefox,False,NONE,11.2
TXN-001399,CR-0044,Reyes-Rodriguez Logistics,DOCUMENT_SUBMISSION,COMPLIANCE_FORM,2026-05-01 08:22:12,8,Friday,upalmer@example.net,001-246-269-8932x98855,195.40.5.108,Northeast,NH,0.0,231,4,1,Desktop,Safari,False,NONE,17.2
TXN-000662,CR-0079,"Hicks, King and Sutton Trucking",VEHICLE_ADDITION,VEHICLE_REGISTRATION,2026-05-01 10:09:26,10,Friday,rogermacias@example.com,382-304-5285,112.15.140.178,West Coast,AS,0.0,1749,2,0,Desktop,Edge,False,NONE,4.3
TXN-000347,CR-0167,Gomez-Chavez Trucking,DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-05-01 11:24:33,11,Friday,davidbrown@example.com,+1-999-253-4629x567,180.251.182.26,Northwest,IN,265.78,441,5,0,Desktop,Chrome,False,NONE,1.2
TXN-000727,CR-0171,"Huerta, Ruiz and Foster Trucking",DOCUMENT_SUBMISSION,PASSPORT,2026-05-01 12:21:36,12,Friday,dsmith@example.org,001-479-514-1890x43726,55.46.250.68,Northwest,MN,426.54,1276,7,2,Desktop,Edge,False,NONE,26.2
TXN-001066,CR-0178,Austin Ltd Trucking,VEHICLE_ADDITION,COMPLIANCE_FORM,2026-05-01 12:28:57,12,Friday,zmejia@example.net,+1-552-396-8038,141.244.131.79,Northeast,AL,0.0,541,14,2,Desktop,Safari,False,NONE,6.3
TXN-A00095,CR-0159,Stewart-Carrillo Trucking,INSURANCE_UPDATE,DRIVERS_LICENSE,2026-05-01 12:29:46,12,Friday,dhobbs@example.com,001-232-225-6667x88904,77.113.254.146,Southwest,AS,0.0,174,5,1,Desktop,Firefox,True,ADDRESS_MISMATCH,79.8
TXN-000562,CR-0127,Roberts Inc Logistics,COMPLIANCE_CHECK,DRIVERS_LICENSE,2026-05-01 12:37:03,12,Friday,jessica26@example.com,001-457-824-9749x06438,152.164.236.203,Southeast,MO,0.0,475,9,2,Desktop,Safari,False,NONE,12.8
TXN-000651,CR-0115,Bradley Ltd Trucking,CONTACT_UPDATE,VEHICLE_REGISTRATION,2026-05-01 14:07:29,14,Friday,ebrown@example.net,001-305-516-7571x7583,161.18.124.108,Northeast,MP,83.47,621,13,2,Desktop,Chrome,False,NONE,23.8
TXN-001321,CR-0097,Hensley and Sons Trucking,IDENTITY_VERIFICATION,VEHICLE_REGISTRATION,2026-05-01 14:09:04,14,Friday,jonessarah@example.com,516.448.3503,180.233.149.123,West Coast,NY,0.0,696,15,0,Desktop,Firefox,False,NONE,5.0
TXN-001147,CR-0094,Hansen-Smith Freight,COMPLIANCE_CHECK,DRIVERS_LICENSE,2026-05-01 14:40:43,14,Friday,adam36@example.org,394-914-5350x88022,195.64.38.85,Northeast,NV,0.0,1641,10,2,Desktop,Firefox,False,NONE,28.6
TXN-001242,CR-0029,Ramos LLC Logistics,COMPLIANCE_CHECK,PASSPORT,2026-05-01 14:48:44,14,Friday,smithlaura@example.com,(633)225-1860,113.92.170.194,Midwest,HI,436.57,1523,8,0,Desktop,Edge,False,NONE,26.8
TXN-A00099,CR-0087,Morgan Inc Trucking,DOCUMENT_SUBMISSION,COMPLIANCE_FORM,2026-05-01 14:59:23,14,Friday,erikthomas@example.net,001-309-991-7183,61.182.139.206,Southwest,SC,0.0,8,1,0,Desktop,Chrome,True,DUPLICATE_SUBMISSION,74.5
TXN-000984,CR-0071,Gamble and Sons Logistics,NEW_CARRIER_REGISTRATION,INSURANCE_CERTIFICATE,2026-05-01 15:23:03,15,Friday,alison23@example.net,663-434-8127x123,65.122.64.58,Southwest,MA,0.0,1331,9,0,Mobile,Safari,False,NONE,14.5
TXN-000226,CR-0034,Ramos-Long Transport,VEHICLE_ADDITION,INSURANCE_CERTIFICATE,2026-05-01 15:38:53,15,Friday,daniellefarley@example.net,427.661.0618x53907,52.58.65.156,Midwest,AS,0.0,831,15,0,Desktop,Edge,False,NONE,9.1
TXN-001864,CR-0085,Rogers Inc Trucking,IDENTITY_VERIFICATION,COMPLIANCE_FORM,2026-05-01 15:52:31,15,Friday,ofranco@example.org,459-291-6135x8521,188.37.235.211,Northeast,OH,0.0,1445,14,0,Desktop,Firefox,False,NONE,8.4
TXN-000972,CR-0180,Cox Inc Trucking,INSURANCE_UPDATE,PASSPORT,2026-05-01 16:12:05,16,Friday,andersonlisa@example.net,629-543-6441,97.218.83.194,Northeast,TX,0.0,1772,11,0,Desktop,Safari,False,NONE,6.5
TXN-001331,CR-0155,Young PLC Logistics,NEW_CARRIER_REGISTRATION,INSURANCE_CERTIFICATE,2026-05-01 16:45:21,16,Friday,yibarra@example.org,227-523-6481x372,107.146.107.89,Northwest,NE,188.46,989,5,0,Desktop,Firefox,False,NONE,13.0
TXN-001953,CR-0105,Rose-Perkins Freight,VEHICLE_ADDITION,INSURANCE_CERTIFICATE,2026-05-01 16:45:37,16,Friday,hrodriguez@example.net,(344)434-5714,160.61.192.205,Southeast,UT,151.79,1663,10,1,Desktop,Chrome,False,NONE,4.2
TXN-000769,CR-0120,Nunez and Sons Freight,VEHICLE_ADDITION,INSURANCE_CERTIFICATE,2026-05-01 16:59:45,16,Friday,casey93@example.net,211-986-8482,110.34.233.4,Southeast,WA,0.0,571,14,0,Desktop,Edge,False,NONE,1.2
TXN-001515,CR-0122,Smith-Acevedo Transport,DOCUMENT_SUBMISSION,VEHICLE_REGISTRATION,2026-05-01 17:15:35,17,Friday,nbriggs@example.org,910.886.3655,77.193.177.128,Southwest,DC,380.96,1196,8,0,Mobile,Edge,False,NONE,26.5
TXN-001431,CR-0103,"Zimmerman, Moyer and Gibson Transport",AUTHORITY_RENEWAL,PASSPORT,2026-05-01 17:23:50,17,Friday,cturner@example.com,894.907.4012,92.78.241.10,Northeast,IA,63.02,722,7,1,Desktop,Edge,False,NONE,4.1
TXN-001053,CR-0014,"Murphy, French and George Logistics",ADDRESS_CHANGE,COMPLIANCE_FORM,2026-05-01 17:37:30,17,Friday,gina12@example.com,995.216.1170x7612,81.227.113.195,Northwest,MD,18.08,1656,10,1,Desktop,Chrome,False,NONE,30.0
TXN-001707,CR-0042,Woods-Rivera Logistics,COMPLIANCE_CHECK,VEHICLE_REGISTRATION,2026-05-01 18:04:38,18,Friday,cory91@example.org,001-298-735-7997x1678,181.171.25.104,Northwest,DE,0.0,1768,6,2,Desktop,Safari,False,NONE,25.1
TXN-000339,CR-0155,Young PLC Logistics,NEW_CARRIER_REGISTRATION,INSURANCE_CERTIFICATE,2026-05-01 19:40:57,19,Friday,yibarra@example.org,227-523-6481x372,147.14.79.135,Northwest,NE,74.79,1088,13,0,Desktop,Edge,False,NONE,29.1
TXN-000832,CR-0043,Walker-Curtis Transport,COMPLIANCE_CHECK,PASSPORT,2026-05-01 19:56:02,19,Friday,elizabeth29@example.net,8099770967,184.51.244.249,Northeast,NV,0.0,742,14,2,Tablet,Safari,False,NONE,23.8
TXN-000784,CR-0091,"Riley, Frost and Matthews Logistics",AUTHORITY_RENEWAL,INSURANCE_CERTIFICATE,2026-05-01 20:58:53,20,Friday,monica87@example.org,8757000280,154.162.116.190,Northwest,MA,350.06,1562,4,1,Desktop,Chrome,False,NONE,4.6
TXN-000641,CR-0073,Webb LLC Transport,NEW_CARRIER_REGISTRATION,PASSPORT,2026-05-02 05:25:26,5,Saturday,smithbrenda@example.com,001-598-353-0112x3553,157.191.85.231,West Coast,MT,474.19,1422,6,0,Desktop,Edge,False,NONE,24.0
TXN-000167,CR-0194,Patrick-Daniels Logistics,AUTHORITY_RENEWAL,DRIVERS_LICENSE,2026-05-02 05:46:25,5,Saturday,whiteluis@example.com,898-218-8388x13241,162.140.56.254,Northwest,NY,326.84,566,6,2,Desktop,Safari,False,NONE,10.5
TXN-A00048,CR-0061,Hoffman-Herrera Trucking,CONTACT_UPDATE,PASSPORT,2026-05-02 05:49:15,5,Saturday,jennifer09@example.org,864.218.4767x7940,52.110.13.204,Southwest,WA,26.38,162,4,3,Mobile,Chrome,True,UNUSUAL_HOUR,55.7
TXN-001090,CR-0014,"Murphy, French and George Logistics",ADDRESS_CHANGE,DRIVERS_LICENSE,2026-05-02 07:06:28,7,Saturday,gina12@example.com,995.216.1170x7612,200.2.28.229,Northwest,MD,0.0,799,8,0,Desktop,Firefox,False,NONE,2.5
TXN-000706,CR-0094,Hansen-Smith Freight,DOCUMENT_SUBMISSION,PASSPORT,2026-05-02 07:13:18,7,Saturday,adam36@example.org,394-914-5350x88022,57.84.36.57,Northeast,NV,0.0,1046,5,2,Desktop,Safari,False,NONE,14.0
TXN-001906,CR-0004,Richardson-Raymond Trucking,VEHICLE_ADDITION,INSURANCE_CERTIFICATE,2026-05-02 07:34:47,7,Saturday,connerbruce@example.com,(635)278-6779,75.167.203.80,Northwest,WI,0.0,1618,10,2,Desktop,Chrome,False,NONE,4.7
TXN-000648,CR-0078,Smith Ltd Transport,IDENTITY_VERIFICATION,INSURANCE_CERTIFICATE,2026-05-02 07:42:10,7,Saturday,daviselizabeth@example.net,607.316.6511,53.175.142.198,Southeast,KS,0.0,1718,7,1,Desktop,Safari,False,NONE,7.1
TXN-000840,CR-0163,Hernandez PLC Logistics,ADDRESS_CHANGE,INSURANCE_CERTIFICATE,2026-05-02 07:51:45,7,Saturday,dmartinez@example.org,+1-432-265-3015x63827,165.129.96.200,Midwest,MP,485.89,288,14,0,Desktop,Edge,False,NONE,26.1
TXN-000688,CR-0163,Hernandez PLC Logistics,VEHICLE_ADDITION,COMPLIANCE_FORM,2026-05-02 08:09:35,8,Saturday,dmartinez@example.org,+1-432-265-3015x63827,67.71.104.21,Midwest,MP,262.39,1431,6,0,Desktop,Edge,False,NONE,10.3
TXN-000430,CR-0179,Jones Ltd Freight,NEW_CARRIER_REGISTRATION,INSURANCE_CERTIFICATE,2026-05-02 08:09:55,8,Saturday,ybrown@example.com,001-294-532-1886,102.134.244.161,Midwest,GA,0.0,1457,10,2,Desktop,Edge,False,NONE,13.3
TXN-000878,CR-0052,"Trujillo, Fuller and Wright Logistics",NEW_CARRIER_REGISTRATION,INSURANCE_CERTIFICATE,2026-05-02 08:45:20,8,Saturday,rbass@example.com,+1-976-897-9201x62247,115.76.214.96,Northwest,MD,0.0,843,7,0,Mobile,Firefox,False,NONE,18.5
TXN-000537,CR-0124,Hull-Kelly Freight,INSURANCE_UPDATE,VEHICLE_REGISTRATION,2026-05-02 09:16:14,9,Saturday,patriciatate@example.org,001-997-297-8472x670,147.90.216.162,West Coast,MO,140.66,390,13,0,Desktop,Chrome,False,NONE,11.9
TXN-001262,CR-0095,Watson Group Logistics,INSURANCE_UPDATE,DRIVERS_LICENSE,2026-05-02 09:29:07,9,Saturday,combsmiguel@example.com,5537096339,136.190.38.223,Southeast,AZ,0.0,456,4,2,Tablet,Safari,False,NONE,23.1
TXN-000943,CR-0154,Davis-Chan Transport,COMPLIANCE_CHECK,INSURANCE_CERTIFICATE,2026-05-02 09:42:48,9,Saturday,shannon28@example.org,001-495-504-7869x096,116.226.237.109,Southwest,VT,0.0,1398,13,2,Desktop,Chrome,False,NONE,12.5
TXN-001771,CR-0062,Mendoza-Morales Trucking,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-05-02 09:48:55,9,Saturday,wandaarnold@example.org,688.558.9281x65585,119.96.114.229,Southwest,WI,0.0,354,9,0,Tablet,Edge,False,NONE,19.9
TXN-000862,CR-0114,Hamilton-Marsh Trucking,NEW_CARRIER_REGISTRATION,PASSPORT,2026-05-02 10:28:02,10,Saturday,aprilgrant@example.net,455.920.0920,116.146.71.153,Northwest,RI,0.0,650,2,0,Desktop,Safari,False,NONE,21.4
TXN-000420,CR-0120,Nunez and Sons Freight,COMPLIANCE_CHECK,PASSPORT,2026-05-02 12:10:55,12,Saturday,casey93@example.net,211-986-8482,137.57.227.76,Southeast,WA,319.0,1312,4,1,Desktop,Firefox,False,NONE,2.6
TXN-000017,CR-0056,Richardson LLC Logistics,DOCUMENT_SUBMISSION,PASSPORT,2026-05-02 12:16:31,12,Saturday,mortega@example.net,001-254-632-1870x8906,144.43.156.156,Southeast,WV,54.05,112,6,1,Tablet,Edge,False,NONE,11.9
TXN-001843,CR-0115,Bradley Ltd Trucking,NEW_CARRIER_REGISTRATION,PASSPORT,2026-05-02 13:56:29,13,Saturday,ebrown@example.net,001-305-516-7571x7583,175.90.164.119,Northeast,MP,386.97,1267,5,0,Desktop,Firefox,False,NONE,10.2
